"id","type","desc","start","stop","ref","url"
20,"hatch","The proportion of natural-origin fish was obtained by observing fin clips and scanning for coded wire tags.  Clipped fish were not allowed to pass above the dams.",1981,2006,"","http://odfwrecoverytracker.org/media/metadata_files/chinook-dams-lc-adult-abundance.Design_6.doc"
306,"spawn","Index surveys were performed by walking a predefined section of creek once per year and counting redd at survey sites located on Meadow, Five Points, McCoy, Phillips and Spring creeks.",1967,1983,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Index surveys were not conducted this year. Redds were estimated based on relationship with Joseph Creek Index surveys and proportion in each index survey reach.",1984,1984,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Index surveys were not conducted in McCoy Creek this year. Redds for McCoy Creek were estimated based on proportion in each index survey reach.",1985,1985,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Index surveys were performed by walking a predefined section of creek once per year and counting redd at survey sites located on Meadow, Five Points, McCoy, Phillips and Spring creeks.",1986,1990,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Index surveys were not conducted this year. Redds were estimated based on relationship with Joseph Creek Index surveys and proportion in each index survey reach.",1991,1991,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Index surveys were performed by walking a predefined section of creek once per year and counting redd at survey sites located on Meadow, Five Points, McCoy, Phillips and Spring creeks.",1992,2007,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn"," In 2008, the protocol was adjusted to maintain index site surveys for historical continuity, but a GRTS design was implemented to achieve a statistically useful dataset (Dobos et al. 2012).",2008,2011,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"spawn","Beginning in 2012, a new survey design implementing sites selected from the Columbia Habitat and Monitoring Program (CHaMP) was integrated into the legacy design",2012,2015,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"hatch","Prior to 1989, there was no reliable method of enumerating hatchery spawners, and since there were no hatchery programs in place in the basin, pHOS was assumed to be zero.",1967,1988,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"hatch","From 1990-2002, hatchery fish were direct released into Catherine Creek and the Upper Grande Ronde River, and pHOS was calculated by dividing the estimated number of direct stream released hatchery steelhead spawners by the estimated total spawners",1999,2001,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"hatch","From 2002 to present, the pHOS is calculated by dividing the total number of adipose fin-clipped steelhead by total steelhead captured at the Catherine Creek, Lookingglass Creek, and upper Grande Ronde River weirs.",2002,2015,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","Prior to 1999, scales were not collected, so a constant age proportion was developed from the mean proportion at age from scales and an age-length relationships (for each sex) from natural origin steelhead collected at all three weirs from 1999-2004.",1967,1998,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","An age-length relationship (for each sex) was developed from 2002 and 2003 scale age data to estimate proportion at age for each 50 mm size group and sex category.",1999,2001,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","Data to calculate proportion at age is provided by CTUIR using scales from steelhead captured at weirs on the Upper Grande Ronde River, Catherine Creek, and the Lookingglass Creek (C. Crump, CTUIR, personal communication)",2002,2003,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","An age-length relationship (for each sex) was developed from 2002 and 2003 scale age data to estimate proportion at age for each 50 mm size group and sex category.",2004,2004,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","Data to calculate proportion at age is provided by CTUIR using scales from steelhead captured at weirs on the Upper Grande Ronde River, Catherine Creek, and the Lookingglass Creek (C. Crump, CTUIR, personal communication)",2005,2005,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","An age-length relationship (for each sex) was developed from 2002 and 2003 scale age data to estimate proportion at age for each 50 mm size group and sex category.",2006,2006,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
306,"age","Data to calculate proportion at age is provided by CTUIR using scales from steelhead captured at weirs on the Upper Grande Ronde River, Catherine Creek, and the Lookingglass Creek (C. Crump, CTUIR, personal communication)",2007,2015,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"spawn","Index spawning ground surveys are conducted at 10 index sites located in tributaries to Joseph Creek. Index surveys occur in all three MaSAs, but none of the MiSAs. Each index site is surveyed once, to capture all potential spawning, between April and June.",1970,2011,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"spawn","In 2012, the protocol was adjusted to maintain index spawning ground surveys for historical continuity, but to use the (GRTS) design to achieve a statistically useful dataset (Dobos et al. 2012)",2012,2014,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"hatch","Assumed to be zero",1970,2010,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"hatch","pHOS calculated at Nez Perce weir (Kucera et al. 2013)",2011,2013,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"hatch","Weir not operated; pHOS average of 2011-2013 pHOS",2014,2014,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
310,"age","A constant age proportion (using ages 4, 5, and 6) is used in all years of analysis for the Joseph Creek population. Currently, the best available data is from the GRUM population which is used as a surrogate for Joseph Creek.",1970,2014,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
326,"spawn","Insufficient data is collected for a full Wallowa River summer steelhead population estimate, however full census counts are conducted on Deer Creek, a tributary to the Wallowa River, and index redd 17 surveys are conducted by ODFW Wallowa District staff on three tributaries to the Wallowa River (Prairie Creek, Whiskey Creek, and upper Wallowa River).",1970,2014,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
309,"spawn","Insufficient data is collected for a full Imnaha River population estimate (ICTRT 2010).",1970,2014,"Carmichael, R. W., K. L. Bliesner, W. Cameron, L. R. Clarke, N. M. Craft, D. M. Faber, J. W. Feldhaus, T. L. Hoffnagle, J. R. Ruzycki, E. R. Sedell, and E. Tinus. 2015. A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Chinook Salmon and Steelhead Populations in Tributaries of the Middle Columbia and Snake Rivers of NortheastCentral Oregon from 1948 to 2014","http://odfwrecoverytracker.org/media/metadata_files/StS_SNAKE_DPS_VSP_Rpt_Methods_20150601_5.pdf"
249,"age","For years previous to 2009 spawning year, age proportions were standard and taken from a previous study in the Deschutes River (Olsen, E.A., R.B. Lindsay, and W.A. Burck. 1991. Summer steelhead in the Deschutes River, Oregon. Oregon Department of Fish and Wildlife. Unpublished draft information report. Portland, Oregon)",1990,2008,"","https://nrimp.dfw.state.or.us/web%20stores/data%20libraries/files/ODFW/ODFW_1100_2_StS_MIDC_DREST_AbProd_DAFD_20150501.pdf"
249,"age","Total annual scale samples by spawning year (Bakeoven and Buck Hollow combined).",2009,2014,"","https://nrimp.dfw.state.or.us/web%20stores/data%20libraries/files/ODFW/ODFW_1100_2_StS_MIDC_DREST_AbProd_DAFD_20150501.pdf"
93,"spawn","1986-2006: Weekly redd surveys across the section of mainstem Tucannon used for spawning by spring Chinook (rkm34-84).  Low numbers of redds in some years below rkm34 assumed to be from out-of-basin straying not included in totals.  Ratio of fish counted over weir (adj. for estimated pre-spawn mortality) to redds above weir used to expand total redd counts to total spawner abundance. 1985, 1987-1989: Ratios used to expand total redds in years where some reaches were not surveyed.",1986,2006,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
98,"spawn","1996-present: Two complete area surveys per spawning season (North Fork not surveyed every year).  1987-95 single pass surveys across entire spawning areas.  Expanded using average total to initial pass ratios from 1996-present (11% expansion).  Assumed 3.2 fish per redd (Imnaha estimate).  1949-1986: Single pass surveys in index areas.  Expanded using initial pass rations from 1996-present.",1996,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
76,"spawn","1997-present: Lostine component abundance based on weir count, multiple pass redd counts, mark-recapture accounting for estimated pre-spawn mortality.  Wallowa and Hurricane Creek based on multiple pass index counts covering known spawning areas.  Average of 3.2 fish per redd (Imnaha estimate) assumed to apply. 1949-: Single pass surveys in index areas.  Expanded using initial pass rations from 1996 to present.",1997,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
82,"spawn","1954-1995: Applied average ratio of total area/time to initial index area counts (1996-2005) to expand from single pass index counts.  Separate estimates for Little Minam.",1954,1995,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
82,"spawn","1996-2005: Single pass redd surveys expanded using average ratio of total to initial pass for years with supplemental surveys.  Assumed 3.2 fish per redd (Imnaha estimate) applied. 1954-1995: Applied average ratio of total area/time to initial index area counts (1996-2005) to expand from single pass index counts.  Separate estimates for Little Minam.",1996,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
66,"spawn","1998-present: Weir counts and mark-recapture results used to estimate total escapement above weir.  Adjustment for pre-spawn mortality based on un-spawned (>50% of eggs retained) to spawned female carcass ratios.  The no. of spawners below the weir is estimated based on redd counts multiplied by the spawner per redd ratio derived for the area above the weir. 1986-1994: index plus extensive area redd surveys, supplemental temporal surveys.  1964-1993 (&1995) variable area/times for surveys.  Used regression based expansion factors.",1998,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
62,"spawn","1998-present: Weir counts and mark-recapture results used to estimate total escapement above weir.  Spawning below the weir is considered negligible. Adjustment for pre-spawn mortality based on unspawned (>50% of eggs retained) to spawned female carcass ratios. 1986-2005:  Single pass surveys over entire spawning area.  Expanded by avg. temporal factor from multiple survey years.  Applied avg. spawner/redd (2.23) from 1998-2005.",1998,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
67,"spawn","1986-present: Expansions from redd surveys augmented by weir counts.  1986-1996 single pass surveys. 1997-present 3 passes through entire spawning area below Blue Hole.  Fish per redd estimate based on mark-recapture above weir, adjusted for pre-spawning mortality.  Same fish per redd applied to redds below weir. 1949-1986:  Single pass surveys expanded using average 1985-2005 time/area ratios.",1986,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
91,"spawn","1957-2001: Expansions from sum of redds counted in IDFG index areas NS26,27,28 & 29 expanded to total adults using average fish per redd from Beamesderfer et al. 1997 (2.31).",1957,2001,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
90,"spawn","1998-2005: Didson sonar counts 30 km upstream of confluence reduced 10% to account for pre-spawn mortality, increased by 5% (average proportion of spawning downstream of weir based on 1957-1962 IDFG redd counts). 1957-1997: Expansions from IDFG single pass redd counts in mainstem and Lake Creek index areas.  In years with incomplete spatial surveys, expanded using avg. ratios from years with complete surveys.  Applied avg. ratio of spawners/redds from recent years (1.81).",1998,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
65,"spawn","1998, 2000-2005: Based on weir count (rkm 8.2) and redd count data.  Spawners above weir from weir count reduced to account for pre-spawn mortality.  Expanded to include spawning below weir based on ratio of redd counts above/below weir.  Cautionary note, some indication redd counts underestimate no. of spawners in highest return years.  1957-1997, 1999: Single pass redd counts in IDFG area NS30 expanded by average ratio of total redds to NS 30 redds from years with full area surveys (1.11).",2000,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
63,"spawn","Index areas in mainstem, usage above and below index areas (IDFG 1a, WS1).  16% of IP habitat surveyed.  Expansion = 6.29 X 1.82 fish per redd =11.45.  Missing years: 1986, 1991, 2000.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
59,"spawn","Expanded from IDFG index area (WS13) counts using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 50% of IP spawning habitat.  Expansion Factor of 2.71.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
81,"spawn","No IDFG index surveys.  R. Thurow (USFS) multi-pass estimates available for 2005-2004.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
61,"spawn","Expanded from IDFG index area WS8 counts using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 25% of IP spawning habitat.  Expansion Factor of 1.72.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
75,"spawn","Expanded from IDFG index area    counts using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 41% of IP spawning habitat.  Expansion Factor of 1.41.",1995,2004,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
80,"spawn","No IDFG index surveys.  R. Thurow (USFS) multi-pass estimates available for 1995-2004.",1995,2004,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
92,"spawn","Expanded from sum of IDFG index area counts (WS12 & OS4) using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 42% of IP spawning habitat.  Expansion Factor of 1.19.",1995,2004,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
58,"spawn","Expanded from the annual sum of IDFG index area counts (WS 9, 10&11) using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 79% of IP spawning habitat.  Expansion Factor of 1.58.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
78,"spawn","Expanded from annual sums of IDFG index area counts (WS2, 3, 4 &5) using average ratio to R. Thurow (USFS) multi-pass estimates (1995-2004).  Index areas cover 82% of IP spawning habitat.  Expansion Factor of 1.43.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
70,"spawn","Expansions from annual index redd counts (IDFG areas 9&10). 1958-2003 available.  Assumed redd surveys covered full spawning area (corroborated by weir counts 1960-1975) and 2 fish per redd (used average carcass sample sex ratios).",1958,2003,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
85,"spawn","1969- :  Counts of fish passed over weir at river mile 1.0.",1969,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
88,"spawn","1957-2005: Expansions from single pass redd surveys (IDFG index reaches NS17  to 23) covers mainstem Salmon River from Lemhi confluence to Redfish Lake Cr. confluence.",1957,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
64,"spawn","1991-2005: Expansions from single pass redd surveys (IDFG index reaches 1a, 1b, 2a, 2b and Herd Creek).  Applied 2.2 fish per redd (Beamesderfer et al 1997). 1984-1990: no redd surveys above hatchery weir; used estimates of fish released above weir added to expanded redd counts for remaining areas.  1957-1983 variable index reaches surveyed, used average proportions from full survey years to expand to total area.",1991,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
99,"spawn","1961-2003: Expansions from single pass redd surveys in index areas representing three geographic areas: West Fork (IDFG index areas NS7&NS8); mainstem below Jordan Cr. (NS6); and above Jordan Cr. (NS5).  Applied Middle Fork average fish per redd (1.82).",1961,2003,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
97,"spawn","1961 -2003: Expansions from single pass redd surveys (IDFG index areas NS4, NS3-a&b).  Index areas represent 67% of total accessible IP habitat.  Applied as area expansion.  Used Middle Fork average fish per redd of 1.82 to translate from total redds to total abundance.",1961,2003,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
89,"spawn","Expansions from IDFG single pass index survey - 11 index reaches. Expanded from index to total area count using IP habitat. Lower Mainstem (IDFG 15&16, area exp.=1.27); Alturas Lake Cr. (IDFG NS12, OS1, 2, 3, area exp.=1.31); upper mainstem & tribs (IDFG 15c, area exp.=2.72).  Applied Middle Fork avg. fish/ redd (1.82) to translate total redds to abundance.",1957,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
